Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,PLR_ID,PLR_NAME,BEZ,STAND,GROESSE_M2
,,,,,,"-1","0","-1",,,"03400723",Garbátyplatz,"03",01.01.2021,607995.223
,,,,,,"-1","0","-1",,,"08100418",Hertzbergplatz,"08",01.01.2021,640246.503
,,,,,,"-1","0","-1",,,"10300732",Buckower Ring,"10",01.01.2021,2059672.622
,,,,,,"-1","0","-1",,,"01300731",Koloniestraße,"01",01.01.2021,666927.388
,,,,,,"-1","0","-1",,,"06100103",Markelstraße,"06",01.01.2021,461305.073
,,,,,,"-1","0","-1",,,"02400522",Richard-Sorge-Viertel,"02",01.01.2021,554538.617
,,,,,,"-1","0","-1",,,"11300722",Rathaus Lichtenberg,"11",01.01.2021,889744.454
,,,,,,"-1","0","-1",,,"01200624",Heidestraße,"01",01.01.2021,687993.491
,,,,,,"-1","0","-1",,,"10300731",Oberfeldstraße,"10",01.01.2021,2741494.88
,,,,,,"-1","0","-1",,,"02100106",Wassertorplatz,"02",01.01.2021,388951.28
,,,,,,"-1","0","-1",,,"04200205",Flatowallee,"04",01.01.2021,977771.372
,,,,,,"-1","0","-1",,,"09100409",Landschaftspark Adlershof,"09",01.01.2021,2988017.977
,,,,,,"-1","0","-1",,,"06200317",Lankwitz Süd,"06",01.01.2021,1481592.997
,,,,,,"-1","0","-1",,,"04501146",Barstraße,"04",01.01.2021,668496.932
,,,,,,"-1","0","-1",,,"08100206",Flughafenstraße,"08",01.01.2021,421628.391
,,,,,,"-1","0","-1",,,"03400828",Spiekermann Straße,"03",01.01.2021,364480.397
,,,,,,"-1","0","-1",,,"05100316",Carl-Schurz-Straße,"05",01.01.2021,1377524.418
,,,,,,"-1","0","-1",,,"11401033",Gensinger Straße,"11",01.01.2021,453276.055
,,,,,,"-1","0","-1",,,"11401135",Dolgenseestraße,"11",01.01.2021,699967.556
,,,,,,"-1","0","-1",,,"04501041",George-Grosz-Platz,"04",01.01.2021,464758.366
,,,,,,"-1","0","-1",,,"04300415",Lietzensee,"04",01.01.2021,633131.4
,,,,,,"-1","0","-1",,,"07601238",Marienfelde Nordost,"07",01.01.2021,1985005.113
,,,,,,"-1","0","-1",,,"02400521",Friedenstraße,"02",01.01.2021,731459.521
,,,,,,"-1","0","-1",,,"07300517",Perelsplatz,"07",01.01.2021,636676.693
,,,,,,"-1","0","-1",,,"06200311",Alt-Lankwitz,"06",01.01.2021,993752.851
,,,,,,"-1","0","-1",,,"12100103",Breitkopfbecken,"12",01.01.2021,720518.32
,,,,,,"-1","0","-1",,,"10100313",Alt-Marzahn,"10",01.01.2021,1098916.273
,,,,,,"-1","0","-1",,,"07200411",Julius-Leber-Brücke,"07",01.01.2021,135104.957
,,,,,,"-1","0","-1",,,"04501149",Nikolsburger Platz,"04",01.01.2021,441478.723
,,,,,,"-1","0","-1",,,"03701555",Sredzkistraße,"03",01.01.2021,314592.029
,,,,,,"-1","0","-1",,,"09502043",Dammheide,"09",01.01.2021,4774864.972
,,,,,,"-1","0","-1",,,"05200422",Werkstraße,"05",01.01.2021,1187909.516
,,,,,,"-1","0","-1",,,"04501040",Hindemithplatz,"04",01.01.2021,303195.68
,,,,,,"-1","0","-1",,,"09502042",Mittelheide,"09",01.01.2021,3196164.766
,,,,,,"-1","0","-1",,,"11100204",Falkenberg West,"11",01.01.2021,776048.199
,,,,,,"-1","0","-1",,,"03400827",Trelleborger Viertel,"03",01.01.2021,413274.686
,,,,,,"-1","0","-1",,,"02100102",Mehringplatz,"02",01.01.2021,624461.329
,,,,,,"-1","0","-1",,,"08100105",Silbersteinstraße,"08",01.01.2021,463906.1
,,,,,,"-1","0","-1",,,"07601341",Diedersdorfer Weg,"07",01.01.2021,3913431.257
,,,,,,"-1","0","-1",,,"08200623",Park am Buschkrug,"08",01.01.2021,1179315.735
,,,,,,"-1","0","-1",,,"06200422",Oberhofer Platz,"06",01.01.2021,1367505.195
,,,,,,"-1","0","-1",,,"11400927",Victoriastadt,"11",01.01.2021,374092.568
,,,,,,"-1","0","-1",,,"02500729",Pettenkofer Straße,"02",01.01.2021,322475.261
,,,,,,"-1","0","-1",,,"01200625",Lübecker Straße,"01",01.01.2021,325102.799
,,,,,,"-1","0","-1",,,"09200511",Griechischer Park,"09",01.01.2021,1358629.737
,,,,,,"-1","0","-1",,,"10400940",Elsensee,"10",01.01.2021,3163866.811
,,,,,,"-1","0","-1",,,"12500824",Ziekowstraße/Freie Scholle,"12",01.01.2021,2227998.67
,,,,,,"-1","0","-1",,,"06400737",Nikolassee,"06",01.01.2021,16490237.83
,,,,,,"-1","0","-1",,,"09200715",Wista,"09",01.01.2021,2671176.226
,,,,,,"-1","0","-1",,,"08200728",Ortolanweg,"08",01.01.2021,1186449.651
,,,,,,"-1","0","-1",,,"08401243",Alt-Rudow,"08",01.01.2021,2508146.136
,,,,,,"-1","0","-1",,,"02200208",Rathaus Yorckstraße,"02",01.01.2021,428884.992
,,,,,,"-1","0","-1",,,"08300935",Gropiusstadt Süd-West,"08",01.01.2021,677332.441
,,,,,,"-1","0","-1",,,"08200727",Parchimer Allee Süd,"08",01.01.2021,1156772.864
,,,,,,"-1","0","-1",,,"01401043",Antonstraße,"01",01.01.2021,298918.993
,,,,,,"-1","0","-1",,,"12100206",Humboldtstraße,"12",01.01.2021,759312.269
,,,,,,"-1","0","-1",,,"11300620",Fennpfuhl Ost,"11",01.01.2021,556757.31
,,,,,,"-1","0","-1",,,"01100311",Karl-Marx-Allee,"01",01.01.2021,807957.752
,,,,,,"-1","0","-1",,,"12100101",Letteplatz,"12",01.01.2021,780562.753
,,,,,,"-1","0","-1",,,"04501042",Breitscheidplatz,"04",01.01.2021,603711.632
,,,,,,"-1","0","-1",,,"01100101",Stülerstraße,"01",01.01.2021,366928.828
,,,,,,"-1","0","-1",,,"03300413",Karow Ost,"03",01.01.2021,1864269.616
,,,,,,"-1","0","-1",,,"09200716",Dörpfeldstraße West,"09",01.01.2021,947773.086
,,,,,,"-1","0","-1",,,"08200730",Handwerker-Siedlung,"08",01.01.2021,1376447.005
,,,,,,"-1","0","-1",,,"01401048",Leopoldplatz,"01",01.01.2021,408306.36
,,,,,,"-1","0","-1",,,"03400619",Wilhelmsruh,"03",01.01.2021,2169591.462
,,,,,,"-1","0","-1",,,"12500927",Wittenau Nord,"12",01.01.2021,2494674.422
,,,,,,"-1","0","-1",,,"03200204",Blankenfelde,"03",01.01.2021,13067860.48
,,,,,,"-1","0","-1",,,"10400941",Pilgramer Straße,"10",01.01.2021,3690997.15
,,,,,,"-1","0","-1",,,"08100101",Hasenheide,"08",01.01.2021,866353.168
,,,,,,"-1","0","-1",,,"11300616",Hohenschönhausener Straße,"11",01.01.2021,416963.688
